"","age","income","children","credit_history","overdue_payments","active_loans","years_in_job","owns_property","assets_value","other_loans","credit_risk","education_podstawowe","education_średnie","education_wyższe","city_duże","city_małe","city_średnie","marital_status_kawaler/panna","marital_status_rozwiedziony/rozwiedziona","marital_status_żonaty/zamężna","employment_type_brak","employment_type_określona","employment_type_samozatrudnienie","employment_type_stała"
"1570",35,16444,1,0,1,5,10,1,16444,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
"1571",31,18285,0,1,1,3,23,1,18285,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1572",33,18735,1,1,1,1,5,0,18735,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"1573",39,34929,0,0,1,1,11,1,34929,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"1574",41,33774,3,1,1,2,10,0,33774,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1575",27,23032,3,1,0,1,13,1,23032,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1576",33,29943,0,0,1,1,9,1,29943,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"1577",29,18399,1,0,1,1,18,1,18399,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1578",26,34472,0,1,1,2,11,1,34472,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1579",33,20888,1,1,1,1,9,0,20888,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"1580",49,17359,1,0,1,0,10,0,17359,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"1581",53,36251,1,1,1,0,11,1,36251,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"1582",56,12610,0,0,1,1,12,0,12610,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"1583",42,40000,1,0,0,1,6,1,40000,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"1584",29,25162,4,1,1,0,8,1,25162,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"1585",46,10589,0,0,0,0,5,1,10589,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"1586",49,38811,0,1,1,1,7,1,38811,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1587",28,32743,1,1,1,0,9,1,32743,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"1588",31,14579,0,1,0,1,6,1,14579,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
"1589",34,18412,2,1,0,2,17,1,18412,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"1590",53,8540,0,1,0,3,1,0,8540,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1591",48,40000,0,0,1,1,4,1,40000,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"1592",53,21372,0,1,1,6,0,1,21372,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
"1593",52,13287,3,1,1,2,5,1,13287,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"1594",43,7234,4,1,0,1,14,0,7234,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1595",45,21613,0,1,0,2,12,1,21613,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1596",44,21636,0,1,1,1,10,0,21636,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1597",34,19109,0,1,0,1,8,0,19109,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"1598",42,29792,0,1,0,0,10,0,29792,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1599",27,9605,0,1,0,1,7,1,9605,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
"1600",50,40000,2,1,0,3,10,0,40000,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
"1601",51,40000,5,1,0,1,6,1,40000,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
"1602",35,38257,0,0,1,2,1,0,38257,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"1603",45,17039,0,0,1,1,8,0,17039,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"1604",25,21223,1,1,0,3,6,1,21223,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1605",32,11634,0,1,1,2,4,1,11634,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"1606",26,18661,3,1,1,1,16,1,18661,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1607",44,20350,0,0,1,2,9,0,20350,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"1608",52,21983,3,0,1,0,13,1,21983,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
"1609",47,31264,1,0,1,0,7,0,31264,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"1610",43,28326,0,1,1,0,10,1,28326,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1611",39,16010,0,0,1,0,12,0,16010,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1612",29,20669,0,1,1,1,11,1,20669,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"1613",37,19925,1,1,1,0,11,1,19925,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1614",37,25740,1,0,1,1,3,0,25740,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1615",29,40000,0,0,1,1,7,1,40000,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1616",19,19042,1,0,1,0,7,0,19042,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"1617",25,37329,1,1,1,2,3,1,37329,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1618",41,26441,1,1,1,1,16,1,26441,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"1619",48,18779,5,1,1,4,7,1,18779,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"1620",37,39013,2,1,1,2,1,0,39013,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1621",19,40000,0,0,0,1,11,1,40000,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
"1622",38,24493,0,1,1,1,8,1,24493,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
"1623",35,21669,2,1,1,2,1,1,21669,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1624",47,15159,0,1,1,2,0,0,15159,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"1625",32,11713,3,1,0,0,5,0,11713,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1626",38,17282,5,0,1,1,10,0,17282,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"1627",55,18675,0,1,1,0,10,0,18675,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"1628",47,40000,0,0,1,1,6,0,40000,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"1629",43,19826,1,0,0,1,16,0,19826,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"1630",24,12447,1,1,1,2,15,1,12447,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
"1631",62,28285,1,1,1,2,11,1,28285,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1632",52,19786,0,0,1,3,7,0,19786,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"1633",45,40000,0,0,0,2,11,0,40000,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"1634",61,22509,0,1,1,2,7,1,22509,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"1635",23,11424,0,0,1,2,17,1,11424,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"1636",38,9442,1,0,1,2,18,1,9442,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1637",48,24267,2,1,1,0,5,0,24267,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"1638",19,17143,3,0,0,1,12,1,17143,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"1639",38,26824,1,1,1,3,14,1,26824,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1640",37,19683,2,1,1,1,10,1,19683,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1641",27,19919,2,1,0,1,10,0,19919,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"1642",28,11867,0,1,1,3,7,1,11867,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"1643",40,7805,2,1,1,1,9,1,7805,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1644",40,30707,1,1,0,1,12,0,30707,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"1645",56,32447,2,1,1,1,0,0,32447,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"1646",42,17323,0,0,1,3,8,1,17323,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"1647",24,40000,0,1,1,1,22,1,40000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"1648",54,18577,4,1,1,1,14,1,18577,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"1649",49,6583,3,1,1,3,13,1,6583,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"1650",45,31764,0,1,1,0,5,0,31764,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1651",40,16687,0,1,1,2,15,0,16687,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1652",28,32115,0,0,0,2,8,1,32115,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"1653",40,11576,0,1,1,2,5,0,11576,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"1654",42,34845,4,0,1,0,14,1,34845,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"1655",40,10316,1,0,1,2,7,1,10316,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"1656",35,40000,0,0,0,4,10,1,40000,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"1657",38,13815,0,1,0,4,14,1,13815,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"1658",24,15849,0,1,1,0,13,0,15849,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"1659",26,13160,2,1,1,1,9,0,13160,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"1660",39,30183,0,0,1,3,2,1,30183,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"1661",46,21390,0,0,0,1,11,1,21390,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"1662",37,27605,4,0,1,4,8,1,27605,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"1663",48,12415,0,0,1,1,16,1,12415,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"1664",43,15778,0,1,1,0,6,1,15778,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
"1665",44,22395,0,1,0,3,18,1,22395,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"1666",40,40000,1,1,0,2,6,1,40000,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
"1667",47,32445,0,1,0,2,7,1,32445,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1668",33,40000,0,1,0,0,2,1,40000,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"1669",34,29381,1,1,1,1,11,1,29381,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"1670",41,13491,0,0,1,1,4,1,13491,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"1671",38,11686,0,1,1,3,5,0,11686,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"1672",31,20928,0,0,1,2,21,0,20928,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1673",45,11560,0,1,0,0,7,1,11560,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1674",47,29006,1,1,0,2,5,1,29006,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
"1675",30,22929,3,0,0,1,11,1,22929,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"1676",42,18039,0,1,1,2,6,1,18039,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"1677",43,13583,2,1,1,1,0,1,13583,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1678",42,31183,0,1,1,2,5,0,31183,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"1679",39,7401,0,1,1,1,12,0,7401,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"1680",21,20865,1,1,1,3,4,0,20865,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1681",31,40000,2,1,1,2,12,0,40000,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"1682",47,30684,0,0,1,2,5,0,30684,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1683",63,26586,2,1,0,3,4,0,26586,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"1684",29,40000,2,1,0,2,8,0,40000,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"1685",40,21203,4,1,0,2,10,1,21203,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"1686",41,35177,3,1,1,0,8,0,35177,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1687",29,17404,0,1,1,0,11,1,17404,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1688",34,17264,0,1,0,1,10,0,17264,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
"1689",28,34214,2,1,1,0,13,0,34214,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
"1690",58,22346,0,1,1,3,1,0,22346,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"1691",45,18911,1,1,1,2,9,1,18911,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1692",29,19899,2,1,1,3,0,1,19899,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1693",60,24270,0,1,0,2,11,1,24270,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1694",39,12694,0,1,1,0,12,0,12694,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"1695",34,26469,1,1,0,1,14,0,26469,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1696",48,20187,3,1,1,1,7,0,20187,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"1697",44,15324,0,1,0,1,9,0,15324,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1698",28,19331,0,0,0,1,18,1,19331,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1699",35,34898,2,0,1,0,9,1,34898,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"1700",60,10244,1,1,0,3,14,0,10244,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"1701",46,34827,0,0,1,4,5,1,34827,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"1702",27,7378,1,1,0,1,12,0,7378,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"1703",33,25377,0,1,0,1,11,0,25377,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"1704",45,31512,0,0,1,2,23,0,31512,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1705",27,22025,3,1,1,1,19,1,22025,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1706",44,34317,3,0,1,1,8,1,34317,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1707",53,7540,0,1,1,1,10,0,7540,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"1708",45,19161,1,0,1,1,8,0,19161,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"1709",52,19967,4,1,0,2,18,1,19967,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"1710",37,8451,2,0,1,1,7,0,8451,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
"1711",24,40000,0,1,0,0,14,1,40000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1712",42,30276,2,1,1,2,17,0,30276,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"1713",28,26204,0,1,0,1,11,0,26204,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"1714",42,27638,0,0,1,0,0,1,27638,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"1715",39,16635,1,1,0,1,7,1,16635,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"1716",22,32589,0,0,1,2,6,0,32589,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"1717",42,40000,0,1,0,1,11,1,40000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"1718",51,10794,1,0,1,0,4,0,10794,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
"1719",31,26718,0,1,0,2,5,0,26718,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1720",36,18391,1,1,1,0,10,1,18391,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1721",34,40000,0,1,1,1,10,0,40000,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"1722",36,17538,4,1,0,0,8,0,17538,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
"1723",56,31841,2,1,1,1,18,0,31841,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
"1724",20,10039,0,0,0,3,11,0,10039,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"1725",40,9674,2,1,1,1,6,0,9674,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"1726",43,14122,0,1,0,0,11,1,14122,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"1727",41,17011,1,0,1,1,4,0,17011,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1728",48,17964,1,1,1,1,9,0,17964,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1729",37,13807,0,1,1,0,18,0,13807,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"1730",40,16574,2,1,0,1,4,1,16574,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"1731",55,11992,0,1,0,1,17,1,11992,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1732",39,23549,0,1,1,0,10,1,23549,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1733",47,26353,0,1,1,0,4,0,26353,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"1734",65,39289,0,1,0,1,6,1,39289,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
"1735",24,32777,0,0,1,3,15,0,32777,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1736",18,32549,0,0,1,0,11,1,32549,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"1737",41,33587,0,1,1,1,10,1,33587,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"1738",43,15399,0,1,1,3,7,1,15399,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"1739",36,32101,1,0,0,1,19,1,32101,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"1740",45,11294,0,1,1,0,4,1,11294,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"1741",40,40000,2,0,0,0,12,1,40000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"1742",37,20452,0,1,1,2,11,0,20452,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"1743",51,36640,0,1,0,5,5,1,36640,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
"1744",20,18723,2,1,0,2,4,1,18723,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"1745",34,18817,1,0,1,2,14,1,18817,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1746",28,18801,3,1,0,1,6,0,18801,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1747",38,23973,0,1,1,4,15,0,23973,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1748",41,14995,1,0,1,1,12,1,14995,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"1749",46,12115,2,0,1,2,10,1,12115,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1750",33,15815,1,1,0,2,18,0,15815,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1751",51,40000,3,0,1,1,13,1,40000,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"1752",33,18150,0,1,1,1,4,1,18150,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1753",34,27405,2,0,1,0,11,1,27405,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
"1754",37,27869,0,1,1,0,17,1,27869,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"1755",57,8147,1,0,1,3,11,0,8147,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1756",43,35171,0,1,1,0,6,0,35171,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
"1757",53,40000,1,1,1,3,12,1,40000,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"1758",33,21540,3,1,1,3,10,1,21540,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"1759",46,32469,0,0,1,4,11,0,32469,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
"1760",32,29511,3,1,1,1,12,1,29511,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"1761",39,34268,0,1,1,2,4,1,34268,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"1762",50,9482,0,1,1,4,20,1,9482,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"1763",59,18786,2,1,1,0,7,1,18786,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"1764",47,19161,1,1,1,2,11,1,19161,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"1765",41,10175,0,1,1,0,14,1,10175,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1766",44,40000,0,1,0,1,10,1,40000,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1767",35,12721,0,1,1,0,12,0,12721,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1768",50,25093,0,0,0,1,13,0,25093,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"1769",36,20290,1,1,0,3,8,0,20290,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"1770",60,8567,0,0,0,1,19,1,8567,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
"1771",27,32776,0,1,0,1,12,0,32776,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
"1772",38,40000,1,0,0,2,8,0,40000,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1773",26,40000,0,1,0,1,16,1,40000,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1774",48,21301,2,1,1,0,17,1,21301,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"1775",51,26347,1,1,1,5,9,1,26347,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
"1776",45,17352,1,1,1,4,0,0,17352,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"1777",46,31052,2,0,0,5,6,1,31052,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
"1778",32,22102,1,1,0,2,1,1,22102,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"1779",33,13881,3,0,1,0,12,0,13881,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1780",40,16991,0,1,0,2,3,0,16991,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"1781",38,30589,3,1,0,0,9,1,30589,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"1782",42,10532,2,1,1,5,10,1,10532,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
"1783",38,18474,0,1,0,1,13,1,18474,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1784",65,40000,3,0,1,2,10,1,40000,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1785",29,38598,0,1,1,0,8,1,38598,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1786",27,21422,1,1,0,1,3,0,21422,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"1787",49,26411,2,1,1,1,5,1,26411,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"1788",56,15046,1,1,1,0,10,0,15046,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"1789",38,14855,0,1,1,2,8,1,14855,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
"1790",36,14884,0,0,0,0,5,0,14884,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
"1791",60,20602,1,1,1,1,13,1,20602,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1792",44,25732,1,0,1,4,15,0,25732,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"1793",38,5280,5,1,1,3,7,1,5280,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"1794",39,34877,2,0,0,2,14,1,34877,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1795",40,31514,0,1,1,1,11,0,31514,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"1796",50,39256,0,1,1,1,14,1,39256,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"1797",39,20762,0,0,0,2,3,1,20762,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1798",46,25412,0,0,1,0,11,1,25412,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1799",42,8974,1,0,1,0,19,1,8974,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"1800",26,23243,1,1,1,0,17,1,23243,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1801",33,18892,3,1,0,1,5,1,18892,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"1802",51,12758,1,0,0,2,6,0,12758,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"1803",55,10545,0,1,1,1,12,1,10545,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"1804",32,15794,0,1,1,1,8,1,15794,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"1805",43,40000,0,1,1,0,4,1,40000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"1806",22,40000,0,1,0,2,8,1,40000,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
"1807",37,6592,0,1,0,3,0,1,6592,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
"1808",41,37347,0,1,0,0,6,1,37347,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1809",38,24717,1,0,1,2,9,0,24717,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1810",50,40000,0,1,0,4,2,1,40000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1811",18,30460,3,1,0,3,17,0,30460,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1812",43,40000,2,0,0,2,16,1,40000,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"1813",22,15173,2,1,1,1,12,1,15173,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1814",49,29537,0,0,1,0,3,0,29537,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"1815",31,8391,2,1,1,4,2,0,8391,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1816",32,38988,2,0,1,3,12,0,38988,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1817",48,16919,0,0,1,1,18,1,16919,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"1818",41,6278,1,1,1,5,14,0,6278,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"1819",47,27797,0,1,1,2,1,1,27797,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1820",22,22507,3,1,0,1,4,1,22507,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"1821",33,14027,0,1,1,2,11,1,14027,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"1822",49,24782,3,1,0,1,10,0,24782,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"1823",38,22318,3,0,0,0,6,1,22318,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
"1824",51,26713,2,1,0,0,4,1,26713,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
